epoch,acc,loss,val_acc,val_loss
54,0.9441520468533388,0.15877525151124475,0.9714285714285714,0.1175608366727829
55,0.9438596489136679,0.15875106642120762,0.9714285714285714,0.11774687554155078
56,0.9441520465744866,0.15872270862261453,0.9714285714285714,0.11774538244519915
57,0.9441520468533388,0.1587910604755781,0.9714285714285714,0.11775493323802948
58,0.9438596492622331,0.15872079264699368,0.9714285714285714,0.11769940214497703
59,0.9444444443747314,0.15873721011897973,0.9714285714285714,0.11758837487016405
60,0.9441520469230518,0.15869634740533883,0.9714285714285714,0.1176111753497805
61,0.9441520467836257,0.15867462823962608,0.9714285714285714,0.11754001080989837
62,0.9444444444444444,0.15867406585586002,0.9714285714285714,0.11740357918398721
63,0.9444444445838706,0.15864987970269911,0.9714285714285714,0.11756138716425214
64,0.9444444444444444,0.15864788347866102,0.9714285714285714,0.11744077290807452
65,0.9438596489136679,0.15864316286050786,0.9714285714285714,0.11750170035021645
66,0.9444444443747314,0.15863419333745166,0.9714285714285714,0.11744810342788696
67,0.9441520467836257,0.158620210401496,0.9714285714285714,0.11745036031518663
68,0.9441520469927648,0.15861658694451317,0.9714285714285714,0.11748525500297546
69,0.9441520469230518,0.15862211588530511,0.9714285714285714,0.1175504092659269
70,0.9441520465744866,0.1586004913724654,0.9714285714285714,0.11755930738789695
71,0.9441520467139127,0.1586087211182243,0.9714285714285714,0.11751577002661569
72,0.9441520467139127,0.15860844671029095,0.9714285714285714,0.11749077907630376
73,0.9441520467836257,0.15859469298207968,0.9714285714285714,0.11752429689679827
74,0.9441520469230518,0.15860083383774898,0.9714285714285714,0.11753148308822087
75,0.9444444445838706,0.15859733978558702,0.9714285714285714,0.1175241619348526
76,0.9441520469230518,0.15860097190441444,0.9714285714285714,0.11754128720079149
77,0.9441520467836257,0.15859155065396377,0.9714285714285714,0.11753298682825906
78,0.9441520469230518,0.15858463896819722,0.9714285714285714,0.11753094536917551
79,0.9444444445838706,0.15858951552569517,0.9714285714285714,0.11752337728227888
80,0.9441520469230518,0.15858753962300673,0.9714285714285714,0.11754885188170842
81,0.9441520467836257,0.1585820366808197,0.9714285714285714,0.11753743078027452
82,0.9444444442353054,0.15857853275990624,0.9714285714285714,0.11752855522292001
83,0.9441520465744866,0.1585791904326768,0.9714285714285714,0.11752997168472835
84,0.9444444445838706,0.15857824840043722,0.9714285714285714,0.11751599609851837
85,0.9444444442353054,0.15857849033952456,0.9714285714285714,0.11752573081425258
86,0.9444444443747314,0.15857621065357275,0.9714285714285714,0.11751623962606703
87,0.9444444442353054,0.15857570410123345,0.9714285714285714,0.11752639200006212
88,0.9444444445838706,0.15857564039223376,0.9714285714285714,0.11752995210034507
